,exists,name,pp,flags,num,accuracy,basePower,category,priority,drain,secondary,target,type,contestType,desc,shortDesc,id,fullname,effectType,gen,isNonstandard,noCopy,affectsFainted,sourceEffect,critRatio,baseMoveType,secondaries,hasSheerForce,ignoreNegativeOffensive,ignorePositiveDefensive,ignoreOffensive,ignoreDefensive,ignoreImmunity,noPPBoosts,isZ,isMax,pressureTarget,nonGhostTarget,ignoreAbility,spreadHit,forceSTAB,noSketch,maxMove,zMove,kind,condition,volatileStatus,boosts,slotCondition,status,hasCrashDamage,selfdestruct,self,heal,sleepUsable,recoil,struggleRecoil,multihit,stallingMove,breaksProtect,pseudoWeather,sideCondition,noMetronome,forceSwitch,willCrit,realMove,ignoreEvasion,thawsTarget,terrain,selfSwitch,ohko,selfBoost,damage,onTry,weather,mindBlownRecoil,overrideDefensiveStat,stealsBoosts,multiaccuracy,overrideOffensiveStat,smartTarget,onDamagePriority,overrideOffensivePokemon,tracksTarget
229,True,Poison Powder,35,"{'powder': 1, 'protect': 1, 'reflectable': 1, 'mirror': 1}",77,75,0,Status,0,,,normal,Poison,Clever,Poisons the target.,Poisons the target.,poisonpowder,move: Poison Powder,Move,1,,False,False,,1,Poison,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'def': 1}},Move,,,,,psn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,True,Psywave,15,"{'protect': 1, 'mirror': 1}",149,80,0,Special,0,,,normal,Psychic,Clever,"Deals damage to the target equal to (user's level) * (X * 10 + 50) / 100, where X is a random number from 0 to 10, rounded down, but not less than 1 HP.",Random damage equal to 0.5x-1.5x user's level.,psywave,move: Psywave,Move,1,,False,False,,1,Psychic,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 100},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,True,Rock Tomb,10,"{'protect': 1, 'mirror': 1}",317,80,50,Physical,0,,"{'chance': 100, 'boosts': {'spe': -1}}",normal,Rock,Clever,Has a 100% chance to lower the target's Speed by 1 stage.,100% chance to lower the target's Speed by 1.,rocktomb,move: Rock Tomb,Move,3,,False,False,,1,Rock,"[{'chance': 100, 'boosts': {'spe': -1}}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 100},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,True,Screech,40,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'sound': 1}",103,85,0,Status,0,,,normal,Normal,Clever,Lowers the target's Defense by 2 stages.,Lowers the target's Defense by 2.,screech,move: Screech,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'atk': 1}},Move,,,{'def': -2},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,True,Sing,15,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'sound': 1}",47,55,0,Status,0,,,normal,Normal,Cute,Causes the target to fall asleep.,Causes the target to fall asleep.,sing,move: Sing,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 1}},Move,,,,,slp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,True,Skull Bash,15,"{'contact': 1, 'charge': 1, 'protect': 1, 'mirror': 1, 'nosleeptalk': 1, 'failinstruct': 1}",130,100,100,Physical,0,,,normal,Normal,Tough,This attack charges on the first turn and executes on the second. Raises the user's Defense by 1 stage on the first turn.,Raises user's Defense by 1 on turn 1. Hits turn 2.,skullbash,move: Skull Bash,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 180},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,True,Sleep Powder,15,"{'powder': 1, 'protect': 1, 'reflectable': 1, 'mirror': 1}",79,75,0,Status,0,,,normal,Grass,Clever,Causes the target to fall asleep.,Causes the target to fall asleep.,sleeppowder,move: Sleep Powder,Move,1,,False,False,,1,Grass,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 1}},Move,,,,,slp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,True,Smelling Salts,10,"{'contact': 1, 'protect': 1, 'mirror': 1}",265,100,60,Physical,0,,,normal,Normal,Tough,"Damage doubles if the target is paralyzed. If this move is successful, the target is cured of paralysis.",Damage doubles if target is paralyzed; cures it.,smellingsalts,move: Smelling Salts,Move,3,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 110},{'basePower': 120},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,True,Smog,20,"{'protect': 1, 'mirror': 1}",123,70,20,Physical,0,,"{'chance': 40, 'status': 'psn'}",normal,Poison,Tough,Has a 40% chance to poison the target.,40% chance to poison the target.,smog,move: Smog,Move,1,,False,False,,1,Poison,"[{'chance': 40, 'status': 'psn'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 70},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,True,Snore,15,"{'protect': 1, 'mirror': 1, 'sound': 1}",173,100,40,Physical,0,,"{'chance': 30, 'volatileStatus': 'flinch'}",normal,Normal,Cute,Has a 30% chance to make the target flinch. Fails if the user is not asleep.,User must be asleep. 30% chance to flinch target.,snore,move: Snore,Move,2,,False,False,,1,Normal,"[{'chance': 30, 'volatileStatus': 'flinch'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,True,Spore,15,"{'powder': 1, 'protect': 1, 'reflectable': 1, 'mirror': 1}",147,100,0,Status,0,,,normal,Grass,Beautiful,Causes the target to fall asleep.,Causes the target to fall asleep.,spore,move: Spore,Move,1,,False,False,,1,Grass,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,,,,,slp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,True,String Shot,40,"{'protect': 1, 'reflectable': 1, 'mirror': 1}",81,95,0,Status,0,,,allAdjacentFoes,Bug,Clever,Lowers the target's Speed by 1 stage.,Lowers the foe(s) Speed by 1.,stringshot,move: String Shot,Move,1,,False,False,,1,Bug,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 1}},Move,,,{'spe': -1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,True,Stun Spore,30,"{'powder': 1, 'protect': 1, 'reflectable': 1, 'mirror': 1}",78,75,0,Status,0,,,normal,Grass,Clever,Paralyzes the target. This move does not ignore type immunity.,Paralyzes the target.,stunspore,move: Stun Spore,Move,1,,False,False,,1,Grass,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spd': 1}},Move,,,,,par,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,True,Submission,25,"{'contact': 1, 'protect': 1, 'mirror': 1}",66,80,80,Physical,0,,,normal,Fighting,Cool,"If the target lost HP, the user takes recoil damage equal to 1/4 the HP lost by the target, rounded down, but not less than 1 HP.",Has 1/4 recoil.,submission,move: Submission,Move,1,,False,False,,1,Fighting,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 160},Move,,,,,,,,,,,"[1, 4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,True,Supersonic,20,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'sound': 1}",48,55,0,Status,0,,,normal,Normal,Clever,Causes the target to become confused.,Causes the target to become confused.,supersonic,move: Supersonic,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spe': 1}},Move,,confusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,True,Sweet Kiss,10,"{'protect': 1, 'reflectable': 1, 'mirror': 1}",186,75,0,Status,0,,,normal,Normal,Cute,Causes the target to become confused.,Causes the target to become confused.,sweetkiss,move: Sweet Kiss,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spa': 1}},Move,,confusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,True,Sweet Scent,20,"{'protect': 1, 'reflectable': 1, 'mirror': 1}",230,100,0,Status,0,,,allAdjacentFoes,Normal,Cute,Lowers the target's evasiveness by 1 stage.,Lowers the foe(s) evasiveness by 1.,sweetscent,move: Sweet Scent,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'accuracy': 1}},Move,,,{'evasion': -1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,True,Swords Dance,30,"{'snatch': 1, 'dance': 1}",14,True,0,Status,0,,,self,Normal,Beautiful,Raises the user's Attack by 2 stages.,Raises the user's Attack by 2.,swordsdance,move: Swords Dance,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,,,{'atk': 2},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,True,Thief,10,"{'contact': 1, 'protect': 1, 'mirror': 1, 'failmefirst': 1, 'noassist': 1, 'failcopycat': 1}",168,100,40,Special,0,,,normal,Dark,Tough,"If this attack was successful and the user has not fainted, it steals the target's held item if the user is not holding one. The target's item is not stolen if it is a Mail or Enigma Berry. Items lost to this move cannot be regained with Recycle.","If the user has no item, it steals the target's.",thief,move: Thief,Move,2,,False,False,,1,Dark,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,True,Thunder,10,"{'protect': 1, 'mirror': 1}",87,70,120,Special,0,,"{'chance': 30, 'status': 'par'}",normal,Electric,Cool,"Has a 30% chance to paralyze the target. This move can hit a target using Bounce or Fly. If the weather is Rain Dance, this move does not check accuracy. If the weather is Sunny Day, this move's accuracy is 50%.",30% chance to paralyze. Can't miss in rain.,thunder,move: Thunder,Move,1,,False,False,,1,Electric,"[{'chance': 30, 'status': 'par'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 140},{'basePower': 190},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,True,Thunderbolt,15,"{'protect': 1, 'mirror': 1}",85,100,95,Special,0,,"{'chance': 10, 'status': 'par'}",normal,Electric,Cool,Has a 10% chance to paralyze the target.,10% chance to paralyze the target.,thunderbolt,move: Thunderbolt,Move,1,,False,False,,1,Electric,"[{'chance': 10, 'status': 'par'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 175},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,True,Will-O-Wisp,15,"{'protect': 1, 'reflectable': 1, 'mirror': 1}",261,75,0,Status,0,,,normal,Fire,Beautiful,Burns the target.,Burns the target.,willowisp,move: Will-O-Wisp,Move,3,,False,False,,1,Fire,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'atk': 1}},Move,,,,,brn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,True,Assist,20,"{'noassist': 1, 'failcopycat': 1, 'nosleeptalk': 1}",274,True,0,Status,0,,,self,Normal,Cute,"A random move among those known by the user's party members is selected for use. Does not select Assist, Counter, Covet, Destiny Bond, Detect, Endure, Focus Punch, Follow Me, Helping Hand, Metronome, Mimic, Mirror Coat, Mirror Move, Protect, Sketch, Sleep Talk, Snatch, Struggle, Thief, or Trick.",Uses a random move known by a team member.,assist,move: Assist,Move,3,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,,Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,True,Destiny Bond,5,"{'bypasssub': 1, 'noassist': 1, 'failcopycat': 1}",194,True,0,Status,0,,,self,Ghost,Clever,"Until the user's next turn, if an opposing Pokemon's attack knocks the user out, that Pokemon faints as well, unless the attack was Doom Desire or Future Sight.","If an opponent knocks out the user, it also faints.",destinybond,move: Destiny Bond,Move,2,,False,False,,1,Ghost,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'redirect'},Move,{'onBeforeMovePriority': -1},destinybond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,True,Sheer Cold,5,"{'protect': 1, 'mirror': 1}",329,30,0,Special,0,,,normal,Ice,Beautiful,"Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + 30)%, and fails if the target is at a higher level. Pokemon with the Sturdy Ability are immune.",OHKOs the target. Fails if user is a lower level.,sheercold,move: Sheer Cold,Move,3,,False,False,,1,Ice,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 180},Move,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
284,True,Swagger,15,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'allyanim': 1}",207,90,0,Status,0,,,normal,Normal,Cute,Raises the target's Attack by 2 stages and confuses it.,Raises the target's Attack by 2 and confuses it.,swagger,move: Swagger,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,,confusion,{'atk': 2},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,True,Thunder Wave,20,"{'protect': 1, 'reflectable': 1, 'mirror': 1}",86,100,0,Status,0,,,normal,Electric,Cool,Paralyzes the target. This move does not ignore type immunity.,Paralyzes the target.,thunderwave,move: Thunder Wave,Move,1,,False,False,,1,Electric,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,,{'boost': {'spd': 1}},Move,,,,,par,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,True,Barrage,20,"{'bullet': 1, 'protect': 1, 'mirror': 1}",140,85,15,Physical,0,,,normal,Normal,Cute,"Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits.",Hits 2-5 times in one turn.,barrage,move: Barrage,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,"[2, 5]",,,,,,,,,,,,,,,,,,,,,,,,,,
297,True,Bone Club,20,"{'protect': 1, 'mirror': 1}",125,85,65,Physical,0,,"{'chance': 10, 'volatileStatus': 'flinch'}",normal,Ground,Tough,Has a 10% chance to make the target flinch.,10% chance to make the target flinch.,boneclub,move: Bone Club,Move,1,,False,False,,1,Ground,"[{'chance': 10, 'volatileStatus': 'flinch'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 120},{'basePower': 120},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,True,Comet Punch,15,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",4,85,18,Physical,0,,,normal,Normal,Tough,"Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits.",Hits 2-5 times in one turn.,cometpunch,move: Comet Punch,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 100},{'basePower': 100},Move,,,,,,,,,,,,,"[2, 5]",,,,,,,,,,,,,,,,,,,,,,,,,,
306,True,Constrict,35,"{'contact': 1, 'protect': 1, 'mirror': 1}",132,100,10,Physical,0,,"{'chance': 10, 'boosts': {'spe': -1}}",normal,Normal,Tough,Has a 10% chance to lower the target's Speed by 1 stage.,10% chance to lower the target's Speed by 1.,constrict,move: Constrict,Move,1,,False,False,,1,Normal,"[{'chance': 10, 'boosts': {'spe': -1}}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,True,Dizzy Punch,10,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",146,100,70,Physical,0,,"{'chance': 20, 'volatileStatus': 'confusion'}",normal,Normal,Cute,Has a 20% chance to confuse the target.,20% chance to confuse the target.,dizzypunch,move: Dizzy Punch,Move,1,,False,False,,1,Normal,"[{'chance': 20, 'volatileStatus': 'confusion'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 120},{'basePower': 140},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,True,Double Slap,10,"{'contact': 1, 'protect': 1, 'mirror': 1}",3,85,15,Physical,0,,,normal,Normal,Cute,"Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits.",Hits 2-5 times in one turn.,doubleslap,move: Double Slap,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,"[2, 5]",,,,,,,,,,,,,,,,,,,,,,,,,,
313,True,Dragon Rage,10,"{'protect': 1, 'mirror': 1}",82,100,0,Special,0,,,normal,Dragon,Cool,Deals 40 HP of damage to the target.,Deals 40 HP of damage to the target.,dragonrage,move: Dragon Rage,Move,1,,False,False,,1,Dragon,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 100},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
314,True,Egg Bomb,10,"{'bullet': 1, 'protect': 1, 'mirror': 1}",121,75,100,Physical,0,,,normal,Normal,Cute,No additional effect.,No additional effect.,eggbomb,move: Egg Bomb,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 180},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,True,Frustration,20,"{'contact': 1, 'protect': 1, 'mirror': 1}",218,100,0,Physical,0,,,normal,Normal,Cute,"Power is equal to the greater of ((255 - user's Happiness) * 2/5), rounded down, or 1.",Max 102 power at minimum Happiness.,frustration,move: Frustration,Move,2,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,True,Howl,40,{'snatch': 1},336,True,0,Status,0,,,self,Normal,Cool,Raises the user's Attack by 1 stage.,Raises the user's Attack by 1.,howl,move: Howl,Move,3,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'atk': 1}},Move,,,{'atk': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,True,Hyper Fang,15,"{'bite': 1, 'contact': 1, 'protect': 1, 'mirror': 1}",158,90,80,Physical,0,,"{'chance': 10, 'volatileStatus': 'flinch'}",normal,Normal,Cool,Has a 10% chance to make the target flinch.,10% chance to make the target flinch.,hyperfang,move: Hyper Fang,Move,1,,False,False,,1,Normal,"[{'chance': 10, 'volatileStatus': 'flinch'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,True,Ice Ball,20,"{'bullet': 1, 'contact': 1, 'protect': 1, 'mirror': 1, 'noparentalbond': 1, 'failinstruct': 1}",301,90,30,Special,0,,,normal,Ice,Beautiful,"If this move is successful, the user is locked into this move and cannot make another move until it misses, 5 turns have passed, or the attack cannot be used. Power doubles with each successful hit of this move and doubles again if Defense Curl was used previously by the user. If this move is called by Sleep Talk, the move is used for one turn.",Power doubles with each hit. Repeats for 5 turns.,iceball,move: Ice Ball,Move,3,,False,False,,1,Ice,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,"{'duration': 1, 'onLockMove': 'iceball'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,True,Karate Chop,25,"{'contact': 1, 'protect': 1, 'mirror': 1}",2,100,50,Physical,0,,,normal,Fighting,Tough,Has a higher chance for a critical hit.,High critical hit ratio.,karatechop,move: Karate Chop,Move,1,,False,False,,2,Fighting,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 75},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,True,Low Kick,20,"{'contact': 1, 'protect': 1, 'mirror': 1}",67,100,0,Physical,0,,,normal,Fighting,Tough,"This move's power is 20 if the target weighs less than 10 kg, 40 if less than 25 kg, 60 if less than 50 kg, 80 if less than 100 kg, 100 if less than 200 kg, and 120 if greater than or equal to 200 kg.",More power the heavier the target.,lowkick,move: Low Kick,Move,1,,False,False,,1,Fighting,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 100},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,True,Magnitude,30,"{'protect': 1, 'mirror': 1, 'nonsky': 1}",222,100,0,Physical,0,,,allAdjacent,Ground,Tough,"The power of this move varies. 5% chances for 10 and 150 power, 10% chances for 30 and 110 power, 20% chances for 50 and 90 power, and 30% chance for 70 power. Power doubles if the target is using Dig.",Hits adjacent Pokemon. Power varies; 2x on Dig.,magnitude,move: Magnitude,Move,2,,False,False,,1,Ground,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 140},{'basePower': 140},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,True,Meditate,40,{'snatch': 1},96,True,0,Status,0,,,self,Psychic,Beautiful,Raises the user's Attack by 1 stage.,Raises the user's Attack by 1.,meditate,move: Meditate,Move,1,,False,False,,1,Psychic,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'atk': 1}},Move,,,{'atk': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,True,Psycho Boost,5,"{'protect': 1, 'mirror': 1}",354,90,140,Special,0,,,normal,Psychic,Clever,Lowers the user's Special Attack by 2 stages.,Lowers the user's Sp. Atk by 2.,psychoboost,move: Psycho Boost,Move,3,,False,False,,1,Psychic,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 140},{'basePower': 200},Move,,,,,,,,{'boosts': {'spa': -2}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,True,Rage,20,"{'contact': 1, 'protect': 1, 'mirror': 1}",99,100,20,Physical,0,,,normal,Normal,Tough,"Once this move is used and unless the target protected itself, the user's Attack is raised by 1 stage every time it is hit by another Pokemon's attack as long as this move is chosen for use.",Raises the user's Attack by 1 if hit during use.,rage,move: Rage,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,{'onBeforeMovePriority': 100},,,,,,,{'volatileStatus': 'rage'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,True,Razor Wind,10,"{'charge': 1, 'protect': 1, 'mirror': 1, 'nosleeptalk': 1, 'failinstruct': 1}",13,100,80,Physical,0,,,allAdjacentFoes,Normal,Cool,This attack charges on the first turn and executes on the second.,"Charges, then hits foe(s) turn 2.",razorwind,move: Razor Wind,Move,1,,False,False,,2,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,True,Refresh,20,{'snatch': 1},287,True,0,Status,0,,,self,Normal,Cute,"The user cures its burn, poison, or paralysis. Fails if the user is not burned, poisoned, or paralyzed.","User cures its burn, poison, or paralysis.",refresh,move: Refresh,Move,3,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'heal'},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,True,Return,20,"{'contact': 1, 'protect': 1, 'mirror': 1}",216,100,0,Physical,0,,,normal,Normal,Cute,"Power is equal to the greater of (user's Happiness * 2/5), rounded down, or 1.",Max 102 power at maximum Happiness.,return,move: Return,Move,2,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,True,Rolling Kick,15,"{'contact': 1, 'protect': 1, 'mirror': 1}",27,85,60,Physical,0,,"{'chance': 30, 'volatileStatus': 'flinch'}",normal,Fighting,Cool,Has a 30% chance to make the target flinch.,30% chance to make the target flinch.,rollingkick,move: Rolling Kick,Move,1,,False,False,,1,Fighting,"[{'chance': 30, 'volatileStatus': 'flinch'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 80},{'basePower': 120},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,True,Sharpen,30,{'snatch': 1},159,True,0,Status,0,,,self,Normal,Cute,Raises the user's Attack by 1 stage.,Raises the user's Attack by 1.,sharpen,move: Sharpen,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'atk': 1}},Move,,,{'atk': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,True,Signal Beam,15,"{'protect': 1, 'mirror': 1}",324,100,75,Physical,0,,"{'chance': 10, 'volatileStatus': 'confusion'}",normal,Bug,Beautiful,Has a 10% chance to confuse the target.,10% chance to confuse the target.,signalbeam,move: Signal Beam,Move,3,,False,False,,1,Bug,"[{'chance': 10, 'volatileStatus': 'confusion'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 140},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,True,Silver Wind,5,"{'protect': 1, 'mirror': 1}",318,100,60,Physical,0,,"{'chance': 10, 'self': {'boosts': {'atk': 1, 'def': 1, 'spa': 1, 'spd': 1, 'spe': 1}}}",normal,Bug,Beautiful,"Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.",10% chance to raise all stats by 1 (not acc/eva).,silverwind,move: Silver Wind,Move,3,,False,False,,1,Bug,"[{'chance': 10, 'self': {'boosts': {'atk': 1, 'def': 1, 'spa': 1, 'spd': 1, 'spe': 1}}}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 110},{'basePower': 120},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,True,Sky Uppercut,15,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",327,90,85,Physical,0,,,normal,Fighting,Cool,This move can hit a target using Bounce or Fly.,Can hit Pokemon using Bounce or Fly.,skyuppercut,move: Sky Uppercut,Move,3,,False,False,,1,Fighting,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
